Contacted?,Result?,County,School,Entity Type,Website,Phone,Phone Extension,Email,Administrator Name,Administrator Phone,Administrator Phone Ext.,PTO Contact Name,PTO Contact Number,PTO Contact Email,Notes
FALSE,,Solano,Centurion Christian Classical School,Elementary School (Private),centurionschool.com,(707) 240-5750,No Data,nps@cde.ca.gov,Gary Xavier,No Data,No Data,,,,
FALSE,,Solano,Cooper Elementary,Elementary Schools (Public),http://cooper.vacavilleusd.org,(707) 453-6210,No Data,schizauskie@vacavilleusd.org,Samantha Chizauskie,No Data,No Data,,,,
FALSE,,Solano,Edwin Markham Elementary,Elementary Schools (Public),http://markham.vacavilleusd.org,(707) 453-6230,No Data,sjohnson@vacavilleusd.org,Sara Johnson,(707) 453-6230,No Data,,,,
FALSE,,Solano,Ernest Kimme Charter Academy,High Schools (Public),http://kimme.vacavilleusd.org,(707) 469-2305,No Data,amib@vacavilleusd.org,Ami Blackstone,(707) 453-6215,No Data,,,,
FALSE,,Solano,Eugene Padan Elementary,Elementary Schools (Public),http://padan.vacavilleusd.org,(707) 453-6235,No Data,cicelyr@vacavilleusd.org,Cicely Rodda,(707) 453-6235,No Data,,,,
FALSE,,Solano,Fairmont Elementary,Elementary Schools (Public),http://fairmont.vacavilleusd.org,(707) 453-6240,No Data,sbowman@vacavilleusd.org,Shayla Bowman,(707) 453-6240,No Data,,,,
FALSE,,Solano,Hemlock Elementary,Elementary Schools (Public),http://hemlock.vacavilleusd.org,(707) 453-6245,No Data,nicoleb@vacavilleusd.org,Nicole Bandy,(707) 453-6245,No Data,,,,
FALSE,,Solano,Jean Callison Elementary,Elementary Schools (Public),http://callison.vacavilleusd.org,(707) 453-6250,No Data,kaceyr@vacavilleusd.org,Kacey Ramos,(707) 453-6250,No Data,,,,
FALSE,,Solano,Kairos Public,Elementary Schools (Public),www.kairospublicschools.org/,(707) 453-7234,No Data,jaustin@kairospublicschools.org,Jared Austin,(707) 453-7234,No Data,,,,
FALSE,,Solano,Muzetta Thrower Adult Education Center,Adult Education Centers,http://adulted.vacavilleusd.org,(707) 453-6018,No Data,tiffanyd@vacavilleusd.org,Tiffany Donahue,(707) 453-6018,No Data,,,,
FALSE,,Solano,Orchard Elementary,Elementary Schools (Public),http://orchard.vacavilleusd.org,(707) 453-6255,No Data,asilva@vacavilleusd.org,Anne Silva,(707) 453-6255,No Data,,,,
FALSE,,Solano,Shelley Dally Early Learning Village,Preschool,No Data,(707) 453-6148,No Data,laurenh@vacavilleusd.org,Lauren Hylton,(707) 453-6148,No Data,,,,
FALSE,,Solano,Shereene Wilkerson Academy of Excellence,District Community Day Schools,http://vacavilleusd.org,(707) 469-2306,No Data,aaront@vacavilleusd.org,Aaron Toliver,(707) 469-2306,No Data,,,,
FALSE,,Solano,Sierra Vista K-8,Elementary Schools (Public),http://sierravista.vacavilleusd.org,(707) 453-6260,No Data,karad@vacavilleusd.org,Kara Dinwiddie,(707) 453-6260,No Data,,,,
FALSE,,Solano,Stetson Academy,Elementary School (Private),www.stetsonacademy.com,(707) 474-4556,No Data,kevin@stetsonacademy.com,Kevin Gregory,No Data,No Data,,,,
FALSE,,Solano,The Academy of 21st Century Learning,K-12 Schools (Private),www.academy21learning.com,(707) 474-4710,No Data,nps@cde.ca.gov,Barbara Dwyer,No Data,No Data,,,,
FALSE,,Solano,Vaca Pena Middle,K-12 Schools (Public),http://vacapena.vacavilleusd.org,(707) 453-6270,No Data,jpurdy@vacavilleusd.org,Jennifer Purdy,(707) 453-6270,No Data,,,,
FALSE,,Solano,Vacaville Adventist Christian School,Elementary School (Private),No Data,(707) 448-2842,No Data,nps@cde.ca.gov,Nancy Matthews,No Data,No Data,,,,
FALSE,,Solano,Vacaville Christian Schools,K-12 Schools (Private),www.go-vcs.com,(707) 446-1776,No Data,mandy.deeming@go-vcs.com,Ben Davis,No Data,No Data,,,,
FALSE,,Solano,Vacaville High,High Schools (Public),http://vhs.vacavilleusd.org,(707) 453-6011,No Data,adamw@vacavilleusd.org,Adam Wight,(530) 400-0710,No Data,,,,
FALSE,,Solano,Will C. Wood High,High Schools (Public),http://wcw.vacavilleusd.org,(707) 453-6900,No Data,cbrown@vacavilleusd.org,Charleston Brown,(707) 453-6900,No Data,,,,
FALSE,,Solano,Willis Jepson Middle,Intermediate/Middle Schools (Public),http://jepson.vacavilleusd.org,(707) 453-6280,No Data,melissam@vacavilleusd.org,Melissa Mainini,(404) 453-6280,No Data,,,,
FALSE,,Solano,A Space for Angie,High Schools (Private),No Data,(707) 704-8362,No Data,asafeplaceforangie@yahoo.com,Francean Larsen,No Data,No Data,,,,
FALSE,,Solano,Annie Pennycook Elementary,Elementary Schools (Public),No Data,(707) 556-8590,No Data,drandolph@vcusd.org,Danesha Randolph,(707) 556-8590,59804,,,,
FALSE,,Solano,Caliber: ChangeMakers Academy,Elementary Schools (Public),www.calibercma.org/,(707) 563-9827,No Data,markus@caliberschools.org,Rachael Weingarten,(707) 400-4493,No Data,,,,
FALSE,,Solano,Cave Language Academy,Elementary Schools (Public),No Data,(707) 556-8410,No Data,lyhernandez@vcusd.org,Lorena Hernandez,(707) 556-8410,No Data,,,,
FALSE,,Solano,Dan Mini Elementary,Elementary Schools (Public),No Data,(707) 556-8570,No Data,ywheeler@vcusd.org,Yvanna Wheeler,(707) 556-8570,56801,,,,
FALSE,,Solano,Federal Terrace Elementary,Elementary Schools (Public),No Data,(707) 556-8460,No Data,mcarbonell@vcusd.org,Marisa Carbonell,(707) 556-8460,No Data,,,,
FALSE,,Solano,Glen Cove Elementary,Elementary Schools (Public),No Data,(707) 556-8491,No Data,kedaniels@vcusd.org,Kensaburo Daniels,(707) 556-8491,55905,,,,
FALSE,,Solano,Grace Patterson Elementary,Elementary Schools (Public),No Data,(707) 556-8580,No Data,mmartinez@vcusd.org,Miranda Martinez,(707) 556-8580,58604,,,,
FALSE,,Solano,Griffin Academy High,High Schools (Public),http://griffinvallejo.org,(707) 552-6482,No Data,registrar@mitacademy.org,Nick Driver,(707) 552-6482,110,,,,
FALSE,,Solano,Highland Elementary,Elementary Schools (Public),No Data,(707) 556-8500,No Data,cglasco@vcusd.org,Christi Glasco,(707) 556-8500,55603,,,,
FALSE,,Solano,Hogan Middle,Intermediate/Middle Schools (Public),No Data,(707) 556-3510,No Data,cjefferson@vcusd.org,Camille Jefferson,(707) 556-3510,51413,,,,
FALSE,,Solano,Innovative Education Vallejo Learning Center,K-12 Schools (Private),www.innovativeed.net,(833) 446-2483,No Data,aisha.money@innovativeed.net,Aisha Money,No Data,No Data,,,,
FALSE,,Solano,Jesse M. Bethel High,High Schools (Public),No Data,(707) 556-5700,No Data,rfesseha@vcusd.org,Rasheena Fesseha,(707) 556-5700,51012,,,,
FALSE,,Solano,John Finney High (Continuation),Continuation High Schools,No Data,(707) 556-8670,No Data,swhitson@vcusd.org,Sylvia Whitson,(707) 556-8670,No Data,,,,
FALSE,,Solano,Johnston Cooper Elementary,Elementary Schools (Public),No Data,(707) 556-8420,No Data,gledda@vcusd.org,Gretchen Ledda,(707) 556-8420,58304,,,,
FALSE,,Solano,Joseph H. Wardlaw Elementary,Elementary Schools (Public),No Data,(707) 556-8730,No Data,mhawthorne@vcusd.org,Michelle Hawthorne,(707) 556-8730,53401,,,,
FALSE,,Solano,Life and Truth Academy,K-12 Schools (Private),No Data,(703) 373-6759,No Data,nateanddanicate@gmail.com,Danielle Cate,No Data,No Data,,,,
FALSE,,Solano,Lincoln Elementary,Elementary Schools (Public),No Data,(707) 556-8540,No Data,skelly@vcusd.org,Sue Kelly,(707) 556-8540,54104,,,,
FALSE,,Solano,Mare Island Technology Academy,Intermediate/Middle Schools (Public),www.mitacademy.org,(707) 552-6482,No Data,mmullarkey@gtaschools.org,Nick Driver,(707) 552-6482,110,,,,
FALSE,,Solano,MIT Academy,High Schools (Public),www.mitacademy.org,(707) 552-6482,No Data,mmullarkey@gtaschools.org,Nick Driver,(707) 552-6482,110,,,,
FALSE,,Solano,MIT Griffin Academy Middle,Intermediate/Middle Schools (Public),www.griffinvallejo.org,(707) 552-6482,113,mmullarkey@gtaschools.org,Nick Driver,No Data,No Data,,,,
FALSE,,Solano,North Hills Christian School,K-12 Schools (Private),north-hills.org,(707) 644-5284,No Data,jdwyer@nhcsvallejo.org,John Dwyer,No Data,No Data,,,,
FALSE,,Solano,Rising Star Sped Academy - Vega,K-12 Schools (Private),No Data,(510) 902-2900,No Data,nps@cde.ca.gov,Nijetha Baskar,No Data,No Data,,,,
FALSE,,Solano,Solano Widenmann Leadership Academy,Elementary Schools (Public),No Data,(707) 556-8740,No Data,kmitchell@vcusd.org,Kimberly Mitchell,(707) 556-8600,51804,,,,
FALSE,,Solano,St. Basil School,Elementary School (Private),https://stbasilschool.org/,(707) 642-7629,No Data,lviray@stbasilschool.org,Gretchen Del Rosario,No Data,No Data,,,,
FALSE,,Solano,St. Catherine of Siena School,Elementary School (Private),www.scsvallejo.org,(707) 643-6691,No Data,ndocena@scsvallejo.org,Hydie Hess,No Data,No Data,,,,
FALSE,,Solano,St. Patrick-St. Vincent Catholic High School,High Schools (Private),spsv.org,(707) 644-4425,No Data,p.delgado@spsv.org,Nora Rodgers,No Data,No Data,,,,
FALSE,,Solano,St. Vincent Ferrer School,Elementary School (Private),www.svfsvallejo.org,(707) 642-4311,No Data,nps@cde.ca.gov,Jaime Ignacio,No Data,No Data,,,,
FALSE,,Solano,Steffan Manor Elementary,Elementary Schools (Public),No Data,(707) 556-8640,No Data,bzander@vcusd.org,Brenda Zander,(707) 556-8640,57107,,,,
FALSE,,Solano,The Veritas School,Elementary School (Private),https://fbevallejo.org/,(707) 557-7923,No Data,nps@cde.ca.gov,Dannielle Nogaliza,No Data,No Data,,,,
FALSE,,Solano,Vallejo Adult School at Al Berenguer Educational Center,Adult Education Centers,No Data,(707) 556-8850,No Data,ldutch@vcusd.org,Laura Dutch,(707) 556-8850,No Data,,,,
FALSE,,Solano,Vallejo Adult Transition,Special Education Schools (Public),No Data,(707) 556-8921,54701,kgoines@vcusd.org,Kevin Goines,(707) 556-8921,No Data,,,,
FALSE,,Solano,Vallejo Charter,Elementary Schools (Public),www.vallejo.k12.ca.us,(707) 556-8620,No Data,rloza@vcusd.org,Janice Lubin,(707) 556-8620,52201,,,,
FALSE,,Solano,Vallejo High,High Schools (Public),No Data,(707) 556-1700,No Data,bmarshall@vcusd.org,Beyonka Marshall,(707) 556-1700,50612,,,,
FALSE,,Solano,Village for Life Academy,Elementary School (Private),No Data,(707) 980-5982,No Data,theschoolathomeclub@gmail.com,Alexis Williams,No Data,No Data,,,,
FALSE,,Sonoma,Alexander Valley Elementary,Elemen Schools In 1 School Dist. (Public),www.alexandervalleyusd.org,(707) 433-1375,100,mreno@alexandervalleyusd.org,Matt Reno,No Data,No Data,,,,
FALSE,,Sonoma,Bellevue Elementary,Elementary Schools (Public),https://bv.busd.org/,(707) 542-5195,No Data,ncraig@busd.org,Nina Craig,(707) 542-5195,No Data,,,,
FALSE,,Sonoma,Kawana Springs Elementary,Elementary Schools (Public),https://ks.busd.org/,(707) 545-4283,No Data,dmccullough@busd.org,Denise McCullough,(707) 545-4283,No Data,,,,
FALSE,,Sonoma,Meadow View Elementary,Elementary Schools (Public),https://mv.busd.org/,(707) 541-3715,No Data,jwalker@busd.org,Jean Walker,(707) 541-3715,No Data,,,,
FALSE,,Sonoma,Sonoma Academy,High Schools (Private),www.sonomaacademy.org,(707) 545-1770,No Data,percy.abram@sonomaacademy.org,Percy Abram,No Data,No Data,,,,
FALSE,,Sonoma,Stony Point Christian Academy,Elementary School (Private),No Data,(707) 584-8821,No Data,nps@cde.ca.gov,Trevor Harper,No Data,No Data,,,,
FALSE,,Sonoma,Taylor Mountain Elementary,Elementary Schools (Public),https://tm.busd.org/,(707) 542-3671,No Data,mjacobson@busd.org,Margaret Jacobson,(707) 542-3671,No Data,,,,
FALSE,,Sonoma,Bennett Valley Charter,Elementary Schools (Public),www.bvusd.org,(707) 526-4433,No Data,rachel.hankerson@bvusd.org,Rachel Hankerson,(707) 526-4433,331,,,,
FALSE,,Sonoma,Yulupa Elementary,Elementary Schools (Public),www.bvusd.org,(707) 542-6272,No Data,rachel.hankerson@bvusd.org,Rachel Hankerson,(707) 542-6272,No Data,,,,
FALSE,,Sonoma,Cinnabar Charter,Elementary Schools (Public),https://www.cinnabar.org/,(707) 765-4345,152,kfouche@cinnabar.org,Jamie Azevedo,(707) 765-4345,152,,,,
FALSE,,Sonoma,Cinnabar Elementary,Elementary Schools (Public),https://www.cinnabar.org/,(707) 765-4345,No Data,jazevedo@cinnabar.org,Jamie Azevedo,(707) 765-4345,152,,,,
FALSE,,Sonoma,Cloverdale High,High Schools (Public),https://cloverdale-ca.schoolloop.com/cloverdale-high-school,(707) 894-1900,No Data,harperf@cusd.org,Forrest Harper,(707) 894-1900,No Data,,,,
FALSE,,Sonoma,Eagle Creek,District Community Day Schools,www.cusd.org,(707) 894-1900,No Data,harperf@cusd.org,Forrest Harper,(707) 894-1900,No Data,,,,
FALSE,,Sonoma,Jefferson Elementary,Elementary Schools (Public),https://cloverdale-ca.schoolloop.com/jefferson-elementary-school,(707) 894-1930,No Data,holdenm@cusd.org,Michelle Holden,(707) 894-1930,No Data,,,,
FALSE,,Sonoma,Johanna Echols-Hansen High (Continuation),Continuation High Schools,https://cloverdale-ca.schoolloop.com/,(707) 894-1925,No Data,harperf@cusd.org,Forest Harper,(707) 894-1900,No Data,,,,
FALSE,,Sonoma,Online Academy - Sonoma County,High Schools (Public),www.onlinelearner.org,(707) 894-1900,No Data,harperf@cusd.org,Forrest Harper,(707) 894-1900,No Data,,,,
FALSE,,Sonoma,Washington,Intermediate/Middle Schools (Public),https://cloverdale-ca.schoolloop.com/washington-school,(707) 894-1940,No Data,ferdinandsons@cusd.org,Shauna Ferdinandson,(707) 894-1940,No Data,,,,
FALSE,,Sonoma,Cotati-Rohnert Park Preschool,Special Education Schools (Public),www.crpusd.org,(707) 285-2076,No Data,grace_jonesboreta@crpusd.org,Rachel Allen,(707) 285-2076,No Data,,,,
FALSE,,Sonoma,Credo High,High Schools (Public),www.credohigh.org,(707) 664-0600,No Data,jessica.umphress@credohigh.org,Andrea Akmenkalns,No Data,No Data,,,,
FALSE,,Sonoma,Cross and Crown Lutheran School,Elementary School (Private),www.crossandcrownschoolrp.org,(707) 795-7863,No Data,ccarnahan@cclsrp.org,catherine carnahan,No Data,No Data,,,,
FALSE,,Sonoma,El Camino High,Continuation High Schools,No Data,(707) 792-4750,No Data,heather_ramme@crpusd.org,Heather Ramme,(707) 792-4750,No Data,,,,
FALSE,,Sonoma,Evergreen Elementary,Elementary Schools (Public),No Data,(707) 588-5715,No Data,maya_russellnava@crpusd.org,Maya Russell Nava,(707) 588-5715,No Data,,,,
FALSE,,Sonoma,John Reed Primary,Elementary Schools (Public),No Data,(707) 792-4845,No Data,kristy_corbett@crpusd.org,Kristy Corbett,(707) 792-4847,No Data,,,,
FALSE,,Sonoma,Lawrence E. Jones Middle,Intermediate/Middle Schools (Public),No Data,(707) 588-5600,No Data,m_keenanboggs@crpusd.org,Merideth Keenan Boggs,(707) 588-5600,No Data,,,,
FALSE,,Sonoma,Marguerite Hahn Elementary,Elementary Schools (Public),No Data,(707) 588-5675,No Data,nikki_diaz@crpusd.org,Nikki Diaz,(707) 588-5675,No Data,,,,
FALSE,,Sonoma,Monte Vista Elementary,Elementary Schools (Public),No Data,(707) 792-4531,No Data,c_moralesrosen@crpusd.org,Courtney Morales Rosen,(707) 792-4531,No Data,,,,
FALSE,,Sonoma,Rancho Cotate High,High Schools (Public),No Data,(707) 792-4750,No Data,heather_ramme@crpusd.org,Heather Ramme,(707) 792-4750,No Data,,,,
FALSE,,Sonoma,Richard Crane Elementary,Elementary Schools (Public),www.crpusd.org,(707) 285-3150,No Data,teresa_ruffoni@crpusd.org,Teresa Ruffoni,(707) 285-3150,No Data,,,,
FALSE,,Sonoma,Technology High,Alternative Schools of Choice,www.crpusd.org,(707) 792-4825,No Data,jessica_romero@crpusd.org,Jessica Romero,(707) 792-4825,No Data,,,,
FALSE,,Sonoma,Technology Middle,Intermediate/Middle Schools (Public),www.crpusd.org,(707) 792-4800,No Data,j_brownherrera@crpusd.org,Joshua Brown Herrera,(707) 792-4800,No Data,,,,
FALSE,,Sonoma,Thomas Page Academy,Elementary Schools (Public),No Data,(707) 792-4860,No Data,ana_castillo@crpusd.org,Ana Castillo,(707) 792-4860,No Data,,,,
FALSE,,Sonoma,University Elementary at La Fiesta,Elementary Schools (Public),www.crpusd.org,(707) 792-4840,No Data,christina_lunde@crpusd.org,Christina Lunde,(707) 792-4840,No Data,,,,
FALSE,,Sonoma,Dunham Charter,Elementary Schools (Public),www.dunhamsd.org,(707) 795-5050,No Data,alarson@dunhamsd.k12.ca.us,Ani Larson,No Data,No Data,,,,
FALSE,,Sonoma,Dunham Elementary,Elementary Schools (Public),www.dunhamsd.org,(707) 795-5050,No Data,alarson@dunhamsd.k12.ca.us,Ani Larson,(707) 795-5050,No Data,,,,
FALSE,,Sonoma,Forestville Academy,Elementary Schools (Public),www.forestvilleusd.org,(707) 887-2279,No Data,rfitzgerald@forestvilleusd.org,Renee Fitzgerald-Palacio,(707) 887-2279,No Data,,,,
FALSE,,Sonoma,Forestville Elementary,Elementary Schools (Public),www.forestvilleusd.org,(707) 887-2279,No Data,rfitzgerald@forestvilleusd.org,Renee Fitzgerald-Palacio,(707) 887-2279,No Data,,,,
FALSE,,Sonoma,Fort Ross Elementary,Elemen Schools In 1 School Dist. (Public),www.fortrossschool.org,(707) 847-3390,No Data,frs@fortrossschool.org,Jennifer Dudley,No Data,No Data,,,,
FALSE,,Sonoma,Buena Vista High,Continuation High Schools,No Data,(707) 857-3592,No Data,jglentzer@gusd.com,Jessica Glentzer,(707) 857-3592,153,,,,
FALSE,,Sonoma,Geyserville Elementary,Elementary Schools (Public),www.gusd.com,(707) 857-3410,No Data,esauder@gusd.com,Erika Sauder,(707) 857-3410,No Data,,,,
FALSE,,Sonoma,Geyserville New Tech Academy,K-12 Schools (Public),www.gusd.com,(707) 857-3592,No Data,ogonzalez-cruz@gusd.com,Jessica Glentzer,(707) 857-3592,No Data,,,,
FALSE,,Sonoma,Gravenstein Community Day,District Community Day Schools,No Data,(707) 823-7008,No Data,kpugno@gusdschools.org,Keri Pugno,(707) 823-7008,No Data,,,,
FALSE,,Sonoma,Gravenstein Elementary,Elementary Schools (Public),www.gusdschools.org,(707) 823-5361,No Data,mmcdowell@gusdschools.org,Matthew McDowell,(707) 823-5361,No Data,,,,
FALSE,,Sonoma,Gravenstein First,Elementary Schools (Public),www.gusdschools.org,(707) 823-5361,No Data,mmcdowell@gusdschools.org,Matthew McDowell,(707) 823-5361,No Data,,,,
FALSE,,Sonoma,Hillcrest Middle,Intermediate/Middle Schools (Public),www.gusdschools.org,(707) 823-7653,No Data,wdeeths@gusdschools.org,William Deeths,(707) 823-7653,No Data,,,,
FALSE,,Sonoma,California Pacific Charter - Sonoma,K-12 Schools (Public),www.cal-pacs.org,(855) 225-7227,No Data,sgreen@cal-pacs.org,Christine Feher,(714) 348-0418,No Data,,,,
FALSE,,Sonoma,Guerneville Elementary (Charter),Elementary Schools (Public),http://guernevilleschool.org,(707) 869-2864,No Data,ccahn@guernevilleschool.org,Joelene Morasch,(707) 869-2864,No Data,,,,
FALSE,,Sonoma,Guerneville Primary,Elementary Schools (Public),www.guernevilleschool.org,(707) 869-2864,116,jmorasch@guernevilleschool.org,Joelene Morasch,(707) 869-2864,No Data,,,,
FALSE,,Sonoma,Harmony Elementary,Elementary Schools (Public),www.harmonyusd.org,(707) 874-1205,10,mmorgan@harmonyusd.org,Matthew Morgan,(707) 874-1205,11,,,,
FALSE,,Sonoma,Pathways Charter,K-12 Schools (Public),www.pathwayscharter.org,(707) 585-6510,No Data,thaberman@charterimpact.com,Michele Blaisdell,(707) 585-6510,No Data,,,,
FALSE,,Sonoma,Salmon Creek School - A Charter,Elementary Schools (Public),www.harmonyusd.org,(707) 874-1205,10,mmorgan@harmonyusd.org,Matthew Morgan,(707) 874-1205,11,,,,
FALSE,,Sonoma,Healdsburg Elementary,Elementary Schools (Public),https://hes-healdsburgusd-ca.schoolloop.com/,(707) 431-3440,No Data,tdougherty@husd.com,Tiffany Dougherty,(707) 431-3440,No Data,,,,
FALSE,,Sonoma,Healdsburg High,High Schools (Public),https://hhs-healdsburgusd-ca.schoolloop.com/,(707) 431-3420,No Data,tdanhausen@husd.com,Tait Danhausen,(707) 431-3460,No Data,,,,
FALSE,,Sonoma,Healdsburg Junior High,Intermediate/Middle Schools (Public),https://hjhs-healdsburgusd-ca.schoolloop.com/,(707) 431-3410,No Data,nodetto@husd.com,Nicole Odetto,(707) 431-3413,No Data,,,,
FALSE,,Sonoma,Marce Becerra Academy,Continuation High Schools,No Data,(707) 431-3420,No Data,tdanhausen@husd.com,Tait Danhausen,(707) 431-3460,No Data,,,,
FALSE,,Sonoma,Rio Lindo Adventist Academy,High Schools (Private),No Data,(707) 431-5100,No Data,info@riolindo.org,Mekey Lepulu,No Data,No Data,,,,
FALSE,,Sonoma,St. John the Baptist Catholic School,Elementary School (Private),sjshbg.org,(707) 433-2758,No Data,nps@cde.ca.gov,Joseph Filice,No Data,No Data,,,,
FALSE,,Sonoma,Horicon Elementary,Elemen Schools In 1 School Dist. (Public),http://horiconsd.org/,(707) 886-5322,No Data,clinker@horiconsd.org,Celeste Linker,(707) 886-5322,101,,,,
FALSE,,Sonoma,Kashia Elementary,Elemen Schools In 1 School Dist. (Public),No Data,(707) 785-9682,No Data,frances@kashiaesd.org,Frances Johnson,(707) 785-9682,No Data,,,,
FALSE,,Sonoma,Kenwood Elementary,Elemen Schools In 1 School Dist. (Public),No Data,(707) 833-2500,No Data,nmyers@kenwoodschool.org,Nate Myers,(707) 833-2500,No Data,,,,
FALSE,,Sonoma,California Virtual Academy @ Sonoma,K-12 Schools (Public),www.caliva.org,(805) 581-0202,No Data,fburke@caliva.org,April Warren,(805) 581-0202,No Data,,,,
